Date/Time,Temp(C),RH(%),Dew Point(C),Ptychostomum
11/25/19 15:15:20,22.91,42.5,9.49,76.64
11/25/19 15:15:40,22.92,42.54,9.51,76.93
11/25/19 15:16:00,22.88,42.53,9.47,77.13
11/25/19 15:16:20,22.9,42.53,9.49,76.93
11/25/19 15:16:40,22.89,42.6,9.5,77.03
11/25/19 15:17:00,23.13,42.07,9.53,77.23
11/25/19 15:17:20,23.1,42,9.48,77.13
11/25/19 15:17:40,22.98,42.35,9.5,77.42
11/25/19 15:18:00,22.92,42.47,9.49,77.32
11/25/19 15:18:20,22.91,42.57,9.51,77.32
11/25/19 15:18:40,22.88,42.6,9.49,77.42
11/25/19 15:19:00,22.88,42.6,9.49,77.52
11/25/19 15:19:20,22.87,42.59,9.48,77.32
11/25/19 15:19:40,22.87,42.66,9.51,77.72
11/25/19 15:20:00,22.87,42.66,9.51,77.72
11/25/19 15:20:20,23.1,42.17,9.54,77.82
11/25/19 15:20:40,22.93,42.41,9.47,77.91
11/25/19 15:21:00,22.88,42.53,9.47,78.01
11/25/19 15:21:20,22.85,42.62,9.48,78.01
11/25/19 15:21:40,22.85,42.66,9.49,77.91
11/25/19 15:22:00,22.84,42.66,9.48,78.41
11/25/19 15:22:20,22.83,42.69,9.48,78.21
11/25/19 15:22:40,22.84,42.72,9.5,78.21
11/25/19 15:23:00,22.82,42.72,9.48,78.31
11/25/19 15:23:20,22.82,42.72,9.48,78.41
11/25/19 15:23:40,22.82,42.72,9.48,79.2
11/25/19 15:24:00,22.82,42.72,9.48,79.3
11/25/19 15:24:20,22.83,42.75,9.5,79.7
11/25/19 15:24:40,22.8,42.78,9.49,79.4
11/25/19 15:25:00,22.8,42.78,9.49,79.5
11/25/19 15:25:20,22.8,42.78,9.49,79.4
11/25/19 15:25:40,23.03,42.29,9.52,79.7
11/25/19 15:26:00,23.1,42.1,9.52,79.5
11/25/19 15:26:20,22.92,42.47,9.49,80.19
11/25/19 15:26:40,22.82,42.69,9.47,79.5
11/25/19 15:27:00,22.81,42.75,9.48,80.09
11/25/19 15:27:20,22.8,42.78,9.49,80.09
11/25/19 15:27:40,22.78,42.81,9.48,80.09
11/25/19 15:28:00,22.78,42.81,9.48,80.09
11/25/19 15:28:20,22.76,42.84,9.47,80.39
11/25/19 15:28:40,22.77,42.84,9.48,80.29
11/25/19 15:29:00,22.85,42.66,9.49,80.49
11/25/19 15:29:20,22.8,42.78,9.49,80.59
11/25/19 15:29:40,22.78,42.84,9.49,80.59
11/25/19 15:30:00,22.76,42.91,9.49,80.69
11/25/19 15:30:20,22.75,42.87,9.47,80.79
11/25/19 15:30:40,22.76,42.84,9.47,80.49
11/25/19 15:31:00,22.74,42.9,9.47,80.69
11/25/19 15:31:20,22.99,42.41,9.53,80.99
11/25/19 15:31:40,22.9,42.47,9.47,81.09
11/25/19 15:32:00,23.04,42.26,9.52,81.19
11/25/19 15:32:20,23.03,42.16,9.47,81.49
11/25/19 15:32:40,22.97,42.25,9.45,81.29
11/25/19 15:33:00,23.08,42.16,9.52,81.39
11/25/19 15:33:20,22.92,42.41,9.46,81.8
11/25/19 15:33:40,22.84,42.69,9.49,81.49
11/25/19 15:34:00,23.02,42.35,9.53,81.9
11/25/19 15:34:20,22.84,42.66,9.48,81.59
11/25/19 15:34:40,23,42.35,9.52,81.7
11/25/19 15:35:00,22.86,42.66,9.5,81.59
11/25/19 15:35:20,22.79,42.81,9.49,82.1
11/25/19 15:35:40,22.75,42.9,9.48,81.7
11/25/19 15:36:00,22.74,42.9,9.47,81.9
11/25/19 15:36:20,22.98,42.48,9.54,82.1
11/25/19 15:36:40,23.05,42.26,9.53,82.2
11/25/19 15:37:00,22.93,42.41,9.47,82.1
11/25/19 15:37:20,22.82,42.75,9.49,82.5
11/25/19 15:37:40,22.76,42.87,9.48,82.2
11/25/19 15:38:00,22.86,42.59,9.47,82
11/25/19 15:38:20,23.02,42.35,9.53,82.4
11/25/19 15:38:40,23.06,42.19,9.51,82.3
11/25/19 15:39:00,23,42.22,9.47,82.3
11/25/19 15:39:20,23.08,42.23,9.54,82.8
11/25/19 15:39:40,23.11,42.17,9.55,82.6
11/25/19 15:40:00,23.1,42.1,9.52,82.9
11/25/19 15:40:20,22.87,42.59,9.48,82.7
11/25/19 15:40:40,22.8,42.81,9.5,82.9
11/25/19 15:41:00,22.77,42.94,9.51,82.9
11/25/19 15:41:20,22.78,42.88,9.5,83.31
11/25/19 15:41:40,22.99,42.51,9.56,82.9
11/25/19 15:42:00,22.82,42.78,9.5,83.11
11/25/19 15:42:20,22.77,42.97,9.52,83.21
11/25/19 15:42:40,22.75,43,9.52,83
11/25/19 15:43:00,22.74,43.03,9.52,83.61
11/25/19 15:43:20,22.72,43.03,9.5,83.51
11/25/19 15:43:40,22.7,43.03,9.48,83.41
11/25/19 15:44:00,22.93,42.6,9.54,83.51
11/25/19 15:44:20,22.98,42.41,9.52,83.51
11/25/19 15:44:40,23.02,42.35,9.53,83.51
11/25/19 15:45:00,23.04,42.26,9.52,83.71
11/25/19 15:45:20,23.06,42.23,9.53,83.51
11/25/19 15:45:40,22.85,42.72,9.51,83.92
11/25/19 15:46:00,22.99,42.41,9.53,83.31
11/25/19 15:46:20,22.79,42.81,9.49,84.22
11/25/19 15:46:40,22.79,42.88,9.51,83.92
11/25/19 15:47:00,22.73,43.03,9.51,83.92
11/25/19 15:47:20,22.69,43.09,9.49,84.02
11/25/19 15:47:40,22.76,42.97,9.52,84.12
11/25/19 15:48:00,22.96,42.6,9.57,84.22
11/25/19 15:48:20,23,42.41,9.54,84.32
11/25/19 15:48:40,22.92,42.5,9.5,84.12
11/25/19 15:49:00,23,42.45,9.55,84.42
11/25/19 15:49:20,23.02,42.35,9.53,84.53
11/25/19 15:49:40,22.96,42.38,9.49,84.53
11/25/19 15:50:00,22.78,42.88,9.5,84.42
11/25/19 15:50:20,22.77,42.91,9.5,84.53
11/25/19 15:50:40,22.83,42.78,9.51,84.83
11/25/19 15:51:00,22.74,43.03,9.52,84.42
11/25/19 15:51:20,22.93,42.73,9.59,84.93
11/25/19 15:51:40,22.96,42.54,9.55,84.63
11/25/19 15:52:00,22.8,42.85,9.51,84.83
11/25/19 15:52:20,22.72,43.1,9.52,84.83
11/25/19 15:52:40,22.91,42.73,9.57,85.14
11/25/19 15:53:00,22.79,42.84,9.5,85.04
11/25/19 15:53:20,22.69,43.09,9.49,85.04
11/25/19 15:53:40,22.66,43.22,9.51,85.44
11/25/19 15:54:00,22.75,43,9.52,85.24
11/25/19 15:54:20,22.9,42.73,9.56,85.24
11/25/19 15:54:40,22.95,42.6,9.56,85.55
11/25/19 15:55:00,22.9,42.57,9.5,85.75
11/25/19 15:55:20,22.71,43.03,9.49,86.06
11/25/19 15:55:40,22.64,43.22,9.49,86.26
11/25/19 15:56:00,22.63,43.31,9.52,86.16
11/25/19 15:56:20,22.61,43.34,9.51,86.37
11/25/19 15:56:40,22.85,42.88,9.57,86.16
11/25/19 15:57:00,22.91,42.66,9.54,86.37
11/25/19 15:57:20,22.74,42.97,9.5,86.26
11/25/19 15:57:40,22.53,43.4,9.45,86.47
11/25/19 15:58:00,22.58,43.47,9.52,86.67
11/25/19 15:58:20,22.66,43.22,9.51,86.88
11/25/19 15:58:40,22.61,43.37,9.52,86.98
11/25/19 15:59:00,22.82,42.94,9.56,87.4
11/25/19 15:59:20,22.8,42.88,9.52,87.09
11/25/19 15:59:40,22.89,42.76,9.56,86.88
11/25/19 16:00:00,22.68,43.12,9.5,86.88
11/25/19 16:00:20,22.6,43.37,9.51,87.29
11/25/19 16:00:40,22.83,42.95,9.57,87.4
11/25/19 16:01:00,22.88,42.79,9.56,87.6
11/25/19 16:01:20,22.68,43.16,9.51,87.6
11/25/19 16:01:40,22.62,43.34,9.52,87.71
11/25/19 16:02:00,22.82,42.98,9.57,87.91
11/25/19 16:02:20,22.65,43.22,9.5,87.5
11/25/19 16:02:40,22.6,43.44,9.53,87.91
11/25/19 16:03:00,22.8,42.97,9.55,88.12
11/25/19 16:03:20,22.88,42.79,9.56,87.81
11/25/19 16:03:40,22.64,43.22,9.49,87.91
11/25/19 16:04:00,22.85,42.92,9.58,87.91
11/25/19 16:04:20,22.91,42.76,9.58,88.02
11/25/19 16:04:40,22.8,42.88,9.52,87.91
11/25/19 16:05:00,22.68,43.19,9.52,88.43
11/25/19 16:05:20,22.63,43.38,9.54,89.47
11/25/19 16:05:40,22.76,43.04,9.54,89.89
11/25/19 16:06:00,22.63,43.34,9.53,89.57
11/25/19 16:06:20,22.82,43.01,9.58,89.89
11/25/19 16:06:40,22.89,42.79,9.57,89.78
11/25/19 16:07:00,22.68,43.22,9.53,89.89
11/25/19 16:07:20,22.64,43.31,9.53,89.78
11/25/19 16:07:40,22.81,42.98,9.56,90.2
11/25/19 16:08:00,22.69,43.25,9.55,89.89
11/25/19 16:08:20,22.83,43.04,9.6,90.31
11/25/19 16:08:40,22.75,43.16,9.57,89.68
11/25/19 16:09:00,22.7,43.29,9.57,90.31
11/25/19 16:09:20,22.85,43.08,9.63,89.99
11/25/19 16:09:40,22.9,43.02,9.66,90.1
11/25/19 16:10:00,22.78,43.1,9.58,89.99
11/25/19 16:10:20,22.75,43.2,9.58,90.52
11/25/19 16:10:40,22.88,43.05,9.65,90.31
11/25/19 16:11:00,22.84,42.98,9.59,90.31
11/25/19 16:11:20,22.68,43.45,9.61,90.73
11/25/19 16:11:40,22.84,43.17,9.66,90.2
11/25/19 16:12:00,22.8,43.17,9.62,90.83
11/25/19 16:12:20,22.64,43.54,9.6,90.52
11/25/19 16:12:40,22.82,43.3,9.68,90.83
11/25/19 16:13:00,22.88,43.18,9.7,90.94
11/25/19 16:13:20,22.7,43.48,9.64,90.83
11/25/19 16:13:40,22.84,43.24,9.68,90.83
11/25/19 16:14:00,22.9,43.12,9.69,90.94
11/25/19 16:14:20,22.74,43.36,9.63,90.73
11/25/19 16:14:40,22.85,43.17,9.67,90.83
11/25/19 16:15:00,22.88,43.08,9.66,90.73
11/25/19 16:15:20,22.8,43.23,9.64,90.94
11/25/19 16:15:40,22.88,43.11,9.67,90.94
11/25/19 16:16:00,22.91,43.08,9.69,90.94
11/25/19 16:16:20,22.84,43.11,9.64,91.04
11/25/19 16:16:40,22.9,43.08,9.68,91.15
11/25/19 16:17:00,22.9,43.05,9.67,90.94
11/25/19 16:17:20,22.91,43.05,9.68,91.36
11/25/19 16:17:40,22.68,43.51,9.63,91.25
11/25/19 16:18:00,22.84,43.24,9.68,91.57
11/25/19 16:18:20,22.88,43.11,9.67,91.88
11/25/19 16:18:40,22.69,43.48,9.63,91.46
11/25/19 16:19:00,22.84,43.27,9.69,91.25
11/25/19 16:19:20,22.68,43.51,9.63,91.46
11/25/19 16:19:40,22.66,43.54,9.62,91.46
11/25/19 16:20:00,22.83,43.3,9.69,91.88
11/25/19 16:20:20,22.86,43.18,9.68,91.57
11/25/19 16:20:40,22.76,43.29,9.63,91.67
11/25/19 16:21:00,22.84,43.21,9.67,91.78
11/25/19 16:21:20,22.86,43.11,9.65,92.09
11/25/19 16:21:40,22.81,43.17,9.63,91.78
11/25/19 16:22:00,22.87,43.18,9.69,91.57
11/25/19 16:22:20,22.87,43.14,9.68,91.88
11/25/19 16:22:40,22.9,43.12,9.69,92.41
11/25/19 16:23:00,22.67,43.57,9.64,91.88
11/25/19 16:23:20,22.82,43.37,9.71,91.78
11/25/19 16:23:40,22.86,43.24,9.7,92.41
11/25/19 16:24:00,22.68,43.54,9.64,92.62
11/25/19 16:24:20,22.68,43.54,9.64,92.52
11/25/19 16:24:40,22.7,43.51,9.65,92.2
11/25/19 16:25:00,22.64,43.6,9.62,91.99
11/25/19 16:25:20,22.8,43.4,9.7,92.09
11/25/19 16:25:40,22.84,43.27,9.69,92.3
11/25/19 16:26:00,22.63,43.73,9.66,92.83
11/25/19 16:26:20,22.78,43.49,9.71,92.3
11/25/19 16:26:40,22.8,43.36,9.69,92.52
11/25/19 16:27:00,22.78,43.33,9.66,92.52
11/25/19 16:27:20,22.63,43.73,9.66,92.73
11/25/19 16:27:40,22.31,44.47,9.62,92.83
11/25/19 16:28:00,22.66,43.8,9.71,92.52
11/25/19 16:28:20,22.54,43.98,9.66,92.73
11/25/19 16:28:40,22.74,43.61,9.72,92.73
11/25/19 16:29:00,22.79,43.43,9.7,92.62
11/25/19 16:29:20,22.6,43.73,9.63,92.73
11/25/19 16:29:40,22.67,43.61,9.65,93.05
11/25/19 16:30:00,22.78,43.43,9.69,93.15
11/25/19 16:30:20,22.65,43.64,9.65,92.94
11/25/19 16:30:40,22.77,43.49,9.7,92.94
11/25/19 16:31:00,22.8,43.36,9.69,93.58
11/25/19 16:31:20,22.7,43.51,9.65,93.15
11/25/19 16:31:40,22.79,43.43,9.7,93.15
11/25/19 16:32:00,22.81,43.43,9.72,93.05
11/25/19 16:32:20,22.75,43.36,9.64,93.26
11/25/19 16:32:40,22.8,43.4,9.7,93.58
11/25/19 16:33:00,22.8,43.36,9.69,94.21
11/25/19 16:33:20,22.83,43.37,9.72,94.11
11/25/19 16:33:40,22.61,43.86,9.68,93.89
11/25/19 16:34:00,22.73,43.61,9.71,94.21
11/25/19 16:34:20,22.77,43.46,9.69,94.64
11/25/19 16:34:40,22.6,43.79,9.65,94.53
11/25/19 16:35:00,22.74,43.61,9.72,94.64
11/25/19 16:35:20,22.77,43.49,9.7,94.21
11/25/19 16:35:40,22.62,43.73,9.65,94.11
11/25/19 16:36:00,22.74,43.61,9.72,94.21
11/25/19 16:36:20,22.76,43.49,9.69,94.21
11/25/19 16:36:40,22.67,43.64,9.66,94.32
11/25/19 16:37:00,22.74,43.55,9.7,94.64
11/25/19 16:37:20,22.77,43.49,9.7,95.18
11/25/19 16:37:40,22.73,43.55,9.69,95.07
11/25/19 16:38:00,22.78,43.55,9.73,95.18
11/25/19 16:38:20,22.78,43.49,9.71,95.28
11/25/19 16:38:40,22.78,43.52,9.72,95.28
11/25/19 16:39:00,22.54,43.98,9.66,95.93
11/25/19 16:39:20,22.7,43.74,9.73,95.61
11/25/19 16:39:40,22.74,43.61,9.72,95.93
11/25/19 16:40:00,22.55,43.95,9.66,96.03
11/25/19 16:40:20,22.7,43.74,9.73,96.47
11/25/19 16:40:40,22.72,43.68,9.72,96.36
11/25/19 16:41:00,22.57,43.85,9.65,95.93
11/25/19 16:41:20,22.7,43.74,9.73,96.47
11/25/19 16:41:40,22.73,43.65,9.72,96.14
11/25/19 16:42:00,22.63,43.76,9.67,96.36
11/25/19 16:42:20,22.51,44.04,9.66,96.36
11/25/19 16:42:40,22.67,43.86,9.74,96.36
11/25/19 16:43:00,22.49,44.17,9.68,96.25
11/25/19 16:43:20,22.45,44.26,9.68,96.25
11/25/19 16:43:40,22.63,43.92,9.73,96.47
11/25/19 16:44:00,22.69,43.74,9.72,96.9
11/25/19 16:44:20,22.49,44.17,9.68,96.79
11/25/19 16:44:40,22.64,43.93,9.73,96.68
11/25/19 16:45:00,22.71,43.77,9.75,96.79
11/25/19 16:45:20,22.51,44.07,9.67,97.33
11/25/19 16:45:40,22.66,43.86,9.73,96.57
11/25/19 16:46:00,22.7,43.77,9.74,97.11
11/25/19 16:46:20,22.55,44.01,9.68,97.11
11/25/19 16:46:40,22.67,43.86,9.74,97
11/25/19 16:47:00,22.53,44.04,9.67,97.22
11/25/19 16:47:20,22.53,44.04,9.67,97.65
11/25/19 16:47:40,22.66,43.86,9.73,97.44
11/25/19 16:48:00,22.7,43.8,9.75,97
11/25/19 16:48:20,22.64,43.8,9.69,97.76
11/25/19 16:48:40,22.69,43.8,9.74,98.09
11/25/19 16:49:00,22.69,43.74,9.72,98.85
11/25/19 16:49:20,22.69,43.77,9.73,98.41
11/25/19 16:49:40,22.47,44.23,9.68,97.87
11/25/19 16:50:00,22.63,44.05,9.77,98.63
11/25/19 16:50:20,22.57,44.01,9.7,98.96
11/25/19 16:50:40,22.46,44.29,9.7,98.41
11/25/19 16:51:00,22.61,44.05,9.75,99.18
11/25/19 16:51:20,22.66,43.93,9.75,98.52
11/25/19 16:51:40,22.45,44.35,9.71,99.39
11/25/19 16:52:00,22.61,44.08,9.76,99.29
11/25/19 16:52:20,22.66,43.93,9.75,98.85
11/25/19 16:52:40,22.53,44.11,9.7,98.63
11/25/19 16:53:00,22.64,43.99,9.76,99.07
11/25/19 16:53:20,22.67,43.9,9.75,99.18
11/25/19 16:53:40,22.64,43.93,9.73,99.07
11/25/19 16:54:00,22.7,43.9,9.78,98.96
11/25/19 16:54:20,22.68,43.9,9.76,99.29
11/25/19 16:54:40,22.68,43.87,9.75,99.5
11/25/19 16:55:00,22.69,43.87,9.76,99.72
11/25/19 16:55:20,22.7,43.87,9.77,99.5
11/25/19 16:55:40,22.68,43.87,9.75,99.39
11/25/19 16:56:00,22.49,44.26,9.71,99.72
11/25/19 16:56:20,22.46,44.36,9.72,99.83
11/25/19 16:56:40,22.61,44.12,9.77,99.39
11/25/19 16:57:00,22.47,44.29,9.7,100.05
11/25/19 16:57:20,22.62,44.12,9.78,99.83
11/25/19 16:57:40,22.64,44.02,9.77,99.83
11/25/19 16:58:00,22.52,44.1,9.69,99.5
11/25/19 16:58:20,22.64,44.02,9.77,100.16
11/25/19 16:58:40,22.67,43.99,9.79,99.61
11/25/19 16:59:00,22.58,43.98,9.7,100.05
11/25/19 16:59:20,22.65,43.99,9.77,100.38
11/25/19 16:59:40,22.45,44.35,9.71,100.16
11/25/19 17:00:00,22.43,44.42,9.71,100.05
11/25/19 17:00:20,22.34,44.66,9.71,100.05
11/25/19 17:00:40,22.55,44.27,9.77,100.38
11/25/19 17:01:00,22.6,44.11,9.76,100.71
11/25/19 17:01:20,22.42,44.41,9.7,100.71
11/25/19 17:01:40,22.58,44.21,9.78,100.49
11/25/19 17:02:00,22.62,44.08,9.77,100.27
11/25/19 17:02:20,22.46,44.32,9.71,100.93
11/25/19 17:02:40,22.6,44.15,9.77,100.6
11/25/19 17:03:00,22.62,44.05,9.76,100.71
11/25/19 17:03:20,22.51,44.2,9.71,100.71
11/25/19 17:03:40,22.61,44.12,9.77,101.15
11/25/19 17:04:00,22.63,44.05,9.77,100.6
11/25/19 17:04:20,22.58,44.05,9.72,101.48
11/25/19 17:04:40,22.64,44.05,9.78,101.15
11/25/19 17:05:00,22.64,44.05,9.78,100.6
11/25/19 17:05:20,22.64,44.02,9.77,101.26
11/25/19 17:05:40,22.4,44.54,9.73,101.15
11/25/19 17:06:00,22.57,44.24,9.78,100.93
11/25/19 17:06:20,22.6,44.15,9.77,101.15
11/25/19 17:06:40,22.62,44.08,9.77,100.93
11/25/19 17:07:00,22.62,44.05,9.76,101.59
11/25/19 17:07:20,22.62,44.08,9.77,101.15
11/25/19 17:07:40,22.46,44.36,9.72,102.03
11/25/19 17:08:00,22.57,44.21,9.77,101.26
11/25/19 17:08:20,22.37,44.57,9.71,101.7
11/25/19 17:08:40,22.43,44.48,9.73,101.7
11/25/19 17:09:00,22.54,44.3,9.77,101.59
11/25/19 17:09:20,22.6,44.18,9.78,101.92
11/25/19 17:09:40,22.54,44.2,9.74,102.14
11/25/19 17:10:00,22.61,44.18,9.79,101.7
11/25/19 17:10:20,22.61,44.18,9.79,102.03
11/25/19 17:10:40,22.61,44.12,9.77,102.14
11/25/19 17:11:00,22.38,44.6,9.73,102.59
11/25/19 17:11:20,22.54,44.36,9.79,102.48
11/25/19 17:11:40,22.59,44.24,9.8,103.03
11/25/19 17:12:00,22.4,44.57,9.74,102.81
11/25/19 17:12:20,22.54,44.36,9.79,102.59
11/25/19 17:12:40,22.58,44.24,9.79,102.36
11/25/19 17:13:00,22.44,44.45,9.73,102.7
11/25/19 17:13:20,22.56,44.3,9.79,103.36
11/25/19 17:13:40,22.58,44.24,9.79,102.81
11/25/19 17:14:00,22.58,44.18,9.77,102.81
11/25/19 17:14:20,22.6,44.18,9.78,103.36
11/25/19 17:14:40,22.61,44.15,9.78,103.14
11/25/19 17:15:00,22.54,44.17,9.73,102.81
11/25/19 17:15:20,22.36,44.7,9.74,103.03
11/25/19 17:15:40,22.51,44.43,9.79,103.36
11/25/19 17:16:00,22.57,44.3,9.8,103.47
11/25/19 17:16:20,22.35,44.73,9.74,103.14
11/25/19 17:16:40,22.44,44.51,9.75,103.81
11/25/19 17:17:00,22.33,44.79,9.74,103.47
11/25/19 17:17:20,22.3,44.88,9.75,103.36
11/25/19 17:17:40,22.47,44.55,9.79,103.36
11/25/19 17:18:00,22.53,44.36,9.78,103.36
11/25/19 17:18:20,22.4,44.57,9.74,103.7
11/25/19 17:18:40,22.52,44.43,9.8,104.14
11/25/19 17:19:00,22.56,44.3,9.79,104.03
11/25/19 17:19:20,22.45,44.42,9.73,104.26
11/25/19 17:19:40,22.53,44.36,9.78,103.7
11/25/19 17:20:00,22.56,44.3,9.79,104.48
11/25/19 17:20:20,22.57,44.3,9.8,104.37
11/25/19 17:20:40,22.57,44.24,9.78,104.7
11/25/19 17:21:00,22.57,44.24,9.78,104.7
11/25/19 17:21:20,22.49,44.33,9.73,104.93
11/25/19 17:21:40,22.31,44.82,9.74,104.81
11/25/19 17:22:00,22.5,44.52,9.81,104.48
11/25/19 17:22:20,22.53,44.36,9.78,104.7
11/25/19 17:22:40,22.35,44.66,9.72,104.48
11/25/19 17:23:00,22.31,44.85,9.75,104.48
11/25/19 17:23:20,22.47,44.55,9.79,104.37
11/25/19 17:23:40,22.36,44.66,9.73,105.04
11/25/19 17:24:00,22.49,44.46,9.78,105.15
11/25/19 17:24:20,22.54,44.33,9.78,105.38
11/25/19 17:24:40,22.43,44.45,9.72,105.26
11/25/19 17:25:00,22.52,44.43,9.8,105.15
11/25/19 17:25:20,22.54,44.36,9.79,105.6
11/25/19 17:25:40,22.31,44.79,9.73,105.82
